datetime,PM2.5,O3,TEMPERATURE,PRESSURE,DEWPOINT,RAIN
3/5/2013 7:00,129,87,2.4,1012.5,-7.5,0
3/5/2013 8:00,118,87,7.2,1012.3,-8.8,0
3/5/2013 9:00,117,87,9,1011.7,-8.6,0
3/5/2013 10:00,126,87,10.3,1011,-8.9,0
3/5/2013 11:00,133,87,11.4,1010.2,-9,0
3/5/2013 12:00,138,25,13.2,1008.6,-8.7,0
3/5/2013 13:00,134,87,14.7,1007.4,-8.1,0
3/5/2013 14:00,142,87,15.4,1006.5,-7.5,0
3/5/2013 15:00,168,87,15.9,1006.2,-7.1,0
3/5/2013 16:00,193,87,14.9,1006,-6.7,0
3/5/2013 17:00,184,78,11.3,1006.5,-5.7,0
3/5/2013 18:00,180,78,11.3,1007,-5.7,0
3/5/2013 19:00,185,78,6.8,1007.6,-5.9,0
3/5/2013 20:00,198,78,5.7,1007.9,-5.6,0
3/5/2013 21:00,202,78,4.6,1007.9,-5.5,0
3/5/2013 22:00,216,78,4.4,1007.9,-5.4,0
3/5/2013 23:00,214,78,7.9,1007.5,-6.6,0
3/6/2013 0:00,220,78,4.8,1007.5,-6.2,0
3/6/2013 1:00,229,78,2.5,1007.3,-5.6,0
3/6/2013 2:00,220,78,2.3,1007,-5.4,0
3/6/2013 3:00,159,78,3.6,1006.9,-5.6,0
3/6/2013 4:00,149,78,4.7,1006.7,-6,0
3/6/2013 5:00,186,78,4.9,1006.8,-5.5,0
3/6/2013 6:00,187,78,5.3,1007.5,-5.7,0
3/6/2013 7:00,186,78,6.7,1008.2,-5.6,0
3/6/2013 8:00,193,78,7.6,1008.2,-4.8,0
3/6/2013 9:00,194,78,8.7,1008.1,-5.6,0
3/6/2013 10:00,181,78,9.6,1007.8,-5.1,0
3/6/2013 11:00,177,78,11.4,1006.7,-4.3,0
3/6/2013 12:00,187,78,12.2,1006,-4.5,0
3/6/2013 13:00,192,78,13.4,1005.3,-4.3,0
3/6/2013 14:00,209,78,14.6,1004.6,-4.2,0
3/6/2013 15:00,226,78,14.5,1004.6,-4.3,0
3/6/2013 16:00,224,78,13.8,1004.5,-4,0
3/6/2013 17:00,225,67,12,1005.2,-3.8,0
3/6/2013 18:00,227,8,8.6,1006.2,-3.6,0
3/6/2013 19:00,228,8,6,1006.8,-3.7,0
3/6/2013 20:00,236,8,4.7,1007.6,-3.3,0
3/6/2013 21:00,247,8,5,1007.1,-3.1,0
3/6/2013 22:00,253,8,6.8,1006.8,-2.9,0
3/6/2013 23:00,254,8,5.4,1006.9,-2.9,0
3/7/2013 0:00,258,8,5.2,1006.6,-2.9,0
3/7/2013 1:00,270,8,3.3,1006.5,-3.1,0
3/7/2013 2:00,280,8,2.2,1006,-3.1,0
3/7/2013 3:00,264,8,1,1005.7,-3.5,0
3/7/2013 4:00,249,8,0,1005.7,-3.6,0
3/7/2013 5:00,243,8,-0.4,1005.7,-3.1,0
3/7/2013 6:00,243,8,-0.3,1005.7,-2.7,0
3/7/2013 7:00,240,8,3.6,1006,-0.6,0
3/7/2013 8:00,249,8,9.4,1005.7,-0.8,0
3/7/2013 9:00,262,8,10.1,1005.2,-1,0
3/7/2013 10:00,292,8,12.8,1004.4,-0.8,0
3/7/2013 11:00,327,8,15.6,1002.7,-2.4,0
3/7/2013 12:00,389,8,16.1,1000.7,-2.4,0
3/7/2013 13:00,366,25,17.2,999.3,-2.5,0
3/7/2013 14:00,294,62,18.8,997.9,-2.8,0
3/7/2013 15:00,338,70,18.4,996.7,-1.5,0
3/7/2013 16:00,190,94,18.2,996.1,-1.1,0
3/7/2013 17:00,159,94,15.1,995.8,-1.1,0
3/7/2013 18:00,208,94,10.9,996.4,-0.6,0
3/7/2013 19:00,197,2,10.5,996.8,-0.6,0
3/7/2013 20:00,153,94,12.9,996.9,-2.6,0
3/7/2013 21:00,193,94,11,996.8,-1.4,0
3/7/2013 22:00,304,94,8.1,997.1,-1.4,0
3/7/2013 23:00,400,94,8.8,997.2,-1.1,0
3/8/2013 0:00,410,94,5,997.3,-1.9,0
3/8/2013 1:00,421,94,4.9,997.5,-1.8,0
3/8/2013 2:00,379,94,6.1,997.4,-1.8,0
3/8/2013 3:00,316,94,3.9,997.3,-2.1,0
3/8/2013 4:00,282,94,3.4,997.6,-2,0
3/8/2013 5:00,287,94,3,998.3,-2.1,0
3/8/2013 6:00,289,94,2.9,998.9,-1.8,0
3/8/2013 7:00,338,94,7.2,999.5,-0.3,0
3/8/2013 8:00,330,94,12.3,999.9,-0.3,0
3/8/2013 9:00,340,94,16.2,1000.2,-1,0
3/8/2013 10:00,360,94,18.7,999.9,-1.2,0
3/8/2013 11:00,284,94,21.1,999.6,-3.5,0
3/8/2013 12:00,174,94,22.2,998.4,-3.3,0
3/8/2013 13:00,156,94,22.9,997.4,-3.5,0
3/8/2013 14:00,138,94,16.7,997.5,1.1,0
3/8/2013 15:00,264,94,13.5,998.2,0.5,0
3/8/2013 16:00,181,86,11.5,999,-0.7,0
3/8/2013 17:00,115,86,9.7,999,-1.1,0
3/8/2013 18:00,56,86,8.7,999.6,-1.7,0
3/8/2013 19:00,43,86,8.6,999.6,-0.7,0
3/8/2013 20:00,55,86,7.5,999.2,-2.3,0
3/8/2013 21:00,49,86,7.4,998.9,-2.1,0
3/8/2013 22:00,50,86,6.7,998.1,-3.6,0
3/8/2013 23:00,45,86,5.9,996.7,-4.6,0
3/9/2013 0:00,45,86,3.9,995.4,-4.1,0
3/9/2013 1:00,55,86,3.4,994.3,-3.9,0
3/9/2013 2:00,61,86,2.4,993.1,-3.7,0
3/9/2013 3:00,68,86,1.6,992,-3.5,0
3/9/2013 4:00,70,86,1,991.1,-3.7,0
3/9/2013 5:00,73,86,1.1,991.2,-3.2,0
3/9/2013 6:00,77,86,3.8,991.3,-3.3,0
3/9/2013 7:00,102,86,5.5,991.7,-2.6,0
3/9/2013 8:00,103,86,9.7,992.8,-2.3,0
3/9/2013 9:00,112,86,18,995.2,-0.8,0
3/9/2013 10:00,141,86,15.7,997.1,-5.4,0
3/9/2013 11:00,104,86,13.8,1000.5,-10.2,0
3/9/2013 12:00,69,86,12,1003.2,-13.9,0
3/9/2013 13:00,72,86,10.5,1005.8,-16.8,0
3/9/2013 14:00,68,81,10.5,1006.7,-17.8,0
3/9/2013 15:00,40,81,10.5,1008.2,-17.8,0
3/9/2013 16:00,20,81,11.1,1009.7,-18.3,0
3/9/2013 17:00,18,81,9.7,1011.7,-18.4,0
3/9/2013 18:00,17,81,8.1,1014.7,-18.7,0
3/9/2013 19:00,13,81,7,1016.7,-18.8,0
3/9/2013 20:00,15,81,6,1018.7,-18.8,0
3/9/2013 21:00,12,81,5.3,1019.6,-18.6,0
3/9/2013 22:00,16,81,4.6,1020.2,-18.4,0
3/9/2013 23:00,3,81,1.8,1020.4,-15.7,0
3/10/2013 0:00,11,81,4.1,1020.1,-18.2,0
3/10/2013 1:00,3,81,2.6,1020.3,-18.8,0
3/10/2013 2:00,3,81,-0.4,1020.3,-15.9,0
3/10/2013 3:00,3,81,-1.9,1020.7,-12.6,0
3/10/2013 4:00,16,81,-1,1021.4,-13.6,0
3/10/2013 5:00,24,81,-3.2,1021.6,-14.3,0
3/10/2013 6:00,32,81,-2.6,1022.1,-13.8,0
3/10/2013 7:00,28,81,3.2,1022.8,-15.5,0
3/10/2013 8:00,18,81,5.5,1023.1,-15.7,0
3/10/2013 9:00,29,81,6.7,1022.6,-16,0
3/10/2013 10:00,30,81,8.3,1021.7,-16.1,0
3/10/2013 11:00,32,81,9.6,1021.2,-15.1,0
3/10/2013 12:00,30,81,10.2,1020.3,-15.4,0
3/10/2013 13:00,22,81,10.7,1019.1,-14.9,0
3/10/2013 14:00,22,79,11.2,1018.2,-14.5,0
3/10/2013 15:00,37,85,11,1017.8,-14.7,0
3/10/2013 16:00,39,85,10.5,1017.5,-13.6,0
3/10/2013 17:00,46,85,9.2,1017.4,-13.3,0
3/10/2013 18:00,51,85,8.2,1017.7,-12.9,0
3/10/2013 19:00,66,85,6.7,1018,-11.5,0
3/10/2013 20:00,69,85,5.9,1018.3,-10.8,0
3/10/2013 21:00,66,85,4.8,1018.4,-10.5,0
3/10/2013 22:00,78,85,4.4,1017.8,-10.1,0
3/10/2013 23:00,87,85,3.3,1017.9,-10,0
3/11/2013 0:00,98,85,2,1017.9,-9.6,0
3/11/2013 1:00,104,85,1.1,1017.3,-9,0
3/11/2013 2:00,110,85,0.4,1016.6,-8.8,0
3/11/2013 3:00,114,85,-1.1,1016.3,-8.5,0
3/11/2013 4:00,111,85,-1.9,1016.1,-8,0
3/11/2013 5:00,112,85,-2.5,1016.2,-7.8,0
3/11/2013 6:00,97,85,-2.1,1016.2,-7.2,0
3/11/2013 7:00,89,85,-0.2,1016.4,-7,0
3/11/2013 8:00,98,85,3.8,1016.4,-7.7,0
3/11/2013 9:00,103,85,5.9,1015.9,-7.4,0
3/11/2013 10:00,92,85,7.3,1015,-8.3,0
3/11/2013 11:00,105,85,9.1,1013.9,-9,0
3/11/2013 12:00,136,85,10.4,1012.5,-8.3,0
3/11/2013 13:00,132,85,11,1011.3,-7.8,0
3/11/2013 14:00,118,85,10.7,1010.1,-7.1,0
3/11/2013 15:00,106,80,11.1,1009.3,-6.8,0
3/11/2013 16:00,123,74,10.5,1008.5,-6.4,0
3/11/2013 17:00,144,74,9.6,1008.8,-5.9,0
3/11/2013 18:00,145,51,9.5,1009,-6.4,0
3/11/2013 19:00,156,47,9.4,1009.2,-6.1,0
3/11/2013 20:00,188,47,9.3,1009.5,-5.8,0
3/11/2013 21:00,191,47,8.8,1009,-4.1,0
3/11/2013 22:00,131,47,8.7,1008.5,-5.6,0
3/11/2013 23:00,82,47,7.2,1007.3,-5.5,0
3/12/2013 0:00,101,47,5.5,1006.5,-5.2,0
3/12/2013 1:00,122,47,7.3,1006.1,-5.4,0
3/12/2013 2:00,105,47,7.1,1005,-5,0
3/12/2013 3:00,106,47,6.8,1004.8,-4.3,0
3/12/2013 4:00,90,47,4.7,1005.6,0.1,1.4
3/12/2013 5:00,103,47,3.7,1005.3,1.7,1.2
3/12/2013 6:00,98,47,3.2,1005.9,2.2,1.5
3/12/2013 7:00,125,47,2.8,1005.8,1.9,2
3/12/2013 8:00,120,47,3.4,1005.7,2.5,0.2
3/12/2013 9:00,120,47,4,1005.9,2.5,0
3/12/2013 10:00,130,47,4.4,1005.9,2.7,0.3
3/12/2013 11:00,137,47,4.6,1005.7,2.9,0
3/12/2013 12:00,136,47,5.3,1005.8,3.3,0
3/12/2013 13:00,152,47,5.5,1005.7,3,0
3/12/2013 14:00,133,44,6.2,1006.2,3.2,0
3/12/2013 15:00,124,32,6.4,1006.9,3.5,0
3/12/2013 16:00,136,22,7.2,1007.2,3.8,0
3/12/2013 17:00,135,22,6.9,1008.2,3.5,0
3/12/2013 18:00,137,4,4.8,1010.2,2.8,0
3/12/2013 19:00,134,4,4.3,1011.6,2.5,0
3/12/2013 20:00,126,4,5.3,1013.5,3.1,0
3/12/2013 21:00,141,4,4.4,1014.7,2.3,0
3/12/2013 22:00,147,4,5.1,1015.8,-0.3,0
3/12/2013 23:00,111,4,5,1016.6,-6,0
3/13/2013 0:00,27,26,4.8,1017.3,-8,0
3/13/2013 1:00,10,48,4.2,1017.7,-9.6,0
3/13/2013 2:00,9,54,3.4,1018.1,-9.6,0
3/13/2013 3:00,9,54,2.9,1018.7,-9.4,0
3/13/2013 4:00,12,54,2.3,1019.7,-9.9,0
3/13/2013 5:00,11,54,1.6,1020.3,-10.3,0
3/13/2013 6:00,12,54,1.6,1021.3,-9.1,0
3/13/2013 7:00,11,54,3.9,1022.7,-10.2,0
3/13/2013 8:00,3,54,4.8,1023.8,-11.3,0
3/13/2013 9:00,18,54,5.1,1024.4,-11.5,0
3/13/2013 10:00,16,54,6.1,1024.2,-12.5,0
3/13/2013 11:00,14,59,6.8,1023.5,-14.1,0
3/13/2013 12:00,20,66,7.3,1022.8,-13.6,0
3/13/2013 13:00,20,70,7.9,1022.1,-13.7,0
3/13/2013 14:00,12,74,8.6,1021.5,-13.8,0
3/13/2013 15:00,15,75,9,1021,-13.4,0
3/13/2013 16:00,21,75,8.5,1021.2,-11.5,0
3/13/2013 17:00,26,75,6.8,1021.6,-10.9,0
3/13/2013 18:00,34,75,5.7,1022.3,-9.7,0
3/13/2013 19:00,36,75,4.8,1022.9,-10.1,0
3/13/2013 20:00,31,75,4.3,1023.3,-9.8,0
3/13/2013 21:00,46,75,3.9,1023.6,-8.5,0
3/13/2013 22:00,53,75,3,1023.5,-7.2,0
3/13/2013 23:00,55,75,2.8,1023.7,-4.4,0
3/14/2013 0:00,73,75,1.5,1023.7,-4,0
3/14/2013 1:00,64,75,0.9,1023.8,-4.3,0
3/14/2013 2:00,68,75,0.8,1023.4,-5.2,0
3/14/2013 3:00,74,75,0.8,1023,-5.7,0
3/14/2013 4:00,72,75,1.2,1023,-5.5,0
3/14/2013 5:00,75,75,1.3,1023.3,-5.6,0
3/14/2013 6:00,83,75,1.1,1023.3,-4.4,0
3/14/2013 7:00,76,75,1.1,1023.8,-4.4,0
3/14/2013 8:00,60,75,1.6,1023.9,-4.3,0
3/14/2013 9:00,63,75,3,1023.5,-4.5,0
3/14/2013 10:00,68,75,4.5,1022.4,-4.3,0
3/14/2013 11:00,77,75,6,1021.5,-4.5,0
3/14/2013 12:00,85,75,7.7,1020.4,-5.1,0
3/14/2013 13:00,108,75,8.7,1019.2,-5.9,0
3/14/2013 14:00,102,75,9.4,1018.3,-5.3,0
3/14/2013 15:00,75,72,9.1,1017.7,-5.6,0
3/14/2013 16:00,80,59,8.5,1017.4,-4.7,0
3/14/2013 17:00,82,50,7.6,1017.5,-3.6,0
3/14/2013 18:00,90,50,6.6,1017.6,-3.6,0
3/14/2013 19:00,95,50,5.9,1017.7,-3.2,0
3/14/2013 20:00,95,50,5.4,1017.6,-2.7,0
3/14/2013 21:00,102,50,5,1017.5,-2.1,0
3/14/2013 22:00,151,50,4.1,1017.3,-2.3,0
3/14/2013 23:00,136,50,1.3,1017.1,-1.9,0
3/15/2013 0:00,140,50,0.4,1016.8,-1.5,0
3/15/2013 1:00,139,50,0,1016.3,-1.6,0
3/15/2013 2:00,142,50,0,1015.8,-1.8,0
3/15/2013 3:00,144,50,1.8,1015.3,-2.2,0
3/15/2013 4:00,151,50,2.4,1015.3,-2.7,0
3/15/2013 5:00,161,50,2,1015.4,-2.9,0
3/15/2013 6:00,156,50,-0.1,1015,-2.6,0
3/15/2013 7:00,140,50,1.8,1015.5,-1.3,0
3/15/2013 8:00,135,50,5.4,1015.5,-2,0
3/15/2013 9:00,134,50,7,1014.9,-3,0
3/15/2013 10:00,135,2,8.3,1014,-2.4,0
3/15/2013 11:00,146,6,9.5,1013.2,-2.5,0
3/15/2013 12:00,212,8,10.6,1012.3,-2.1,0
3/15/2013 13:00,3,50,11.4,1011.1,-1.4,0
3/15/2013 14:00,3,50,11.7,1010.5,-0.5,0
3/15/2013 15:00,166,42,11.6,1010.2,-0.3,0
3/15/2013 16:00,230,48,11.1,1010.2,0.5,0
3/15/2013 17:00,262,49,10.7,1010.5,0.7,0
3/15/2013 18:00,275,49,8.7,1011.1,1.1,0
3/15/2013 19:00,283,49,7,1011.8,1.5,0
3/15/2013 20:00,290,49,6,1012.8,1.7,0
3/15/2013 21:00,263,49,5.5,1013.6,1,0
3/15/2013 22:00,269,49,4.9,1014.3,1.2,0
3/15/2013 23:00,230,49,7.8,1014.6,0.7,0
3/16/2013 0:00,293,49,7.8,1014.7,0.7,0
3/16/2013 1:00,328,49,7.7,1014.9,0.9,0
3/16/2013 2:00,284,49,7.3,1015.3,0.7,0
3/16/2013 3:00,272,49,7.6,1016,0.1,0
3/16/2013 4:00,263,49,7,1016.6,0,0
3/16/2013 5:00,260,49,7.2,1017.5,-0.1,0
3/16/2013 6:00,257,49,6.9,1018.3,-0.3,0
3/16/2013 7:00,256,49,7.6,1019.3,0.1,0
3/16/2013 8:00,256,49,9.1,1019.7,0.3,0
3/16/2013 9:00,258,49,11.5,1019.9,-0.7,0
3/16/2013 10:00,282,49,12.7,1019.5,-0.2,0
3/16/2013 11:00,243,49,13.3,1018.8,-0.7,0
3/16/2013 12:00,189,62,14.2,1017.7,-0.7,0
3/16/2013 13:00,179,89,14.4,1016.5,-0.5,0
3/16/2013 14:00,165,101,13.3,1015.7,0.6,0
3/16/2013 15:00,164,101,13.4,1014.9,1.1,0
3/16/2013 16:00,174,101,12.7,1014.1,1.4,0
3/16/2013 17:00,165,101,12.3,1013.9,1.6,0
3/16/2013 18:00,190,101,11.3,1013.7,1.8,0
3/16/2013 19:00,186,101,10.4,1013.7,2.2,0
3/16/2013 20:00,212,101,9.6,1013.7,1.7,0
3/16/2013 21:00,231,101,8.7,1013.3,1.8,0
3/16/2013 22:00,198,101,8,1012.5,1.8,0
3/16/2013 23:00,152,101,7.4,1011.7,1.9,0
3/17/2013 0:00,154,101,6.9,1011.3,1.6,0
3/17/2013 1:00,165,101,6.7,1010.5,1.6,0
3/17/2013 2:00,176,101,6.2,1009.3,1.3,0
3/17/2013 3:00,218,101,6.1,1007.9,1.2,0
3/17/2013 4:00,206,101,5.8,1007.3,1.1,0
3/17/2013 5:00,196,101,5.6,1006.6,1.1,0
3/17/2013 6:00,161,101,4.3,1005.4,1.3,0
3/17/2013 7:00,165,101,5.3,1005,2.5,0
3/17/2013 8:00,175,101,7,1004.6,2.5,0
3/17/2013 9:00,188,101,8.7,1004.1,2.9,0
3/17/2013 10:00,206,101,10.1,1002.7,2.7,0
3/17/2013 11:00,237,101,11.8,1001,3,0
3/17/2013 12:00,279,101,13.7,999.2,3.2,0
3/17/2013 13:00,316,101,15.1,997.9,3.6,0
3/17/2013 14:00,347,90,15.7,996.6,3.5,0
3/17/2013 15:00,354,100,15.3,995.8,3.7,0
3/17/2013 16:00,404,107,15.2,995.1,4,0
3/17/2013 17:00,349,107,14,995.1,4.3,0
3/17/2013 18:00,351,107,12.4,994.8,4.4,0
3/17/2013 19:00,351,65,10.1,995.3,4.5,0
3/17/2013 20:00,369,107,10.3,995.2,5.1,0
3/17/2013 21:00,388,107,11.8,995.4,4.5,0
3/17/2013 22:00,398,107,11.3,995.1,3.8,0
3/17/2013 23:00,411,107,9.7,994.9,4.1,0
3/18/2013 0:00,433,107,10,995.2,3.5,0
3/18/2013 1:00,414,107,11,995.1,-3.2,0
3/18/2013 2:00,428,107,11.1,995.1,-6.8,0
3/18/2013 3:00,83,107,11.9,995.1,-11.7,0
3/18/2013 4:00,33,107,10.9,996.3,-10,0
3/18/2013 5:00,22,107,9.2,997.2,-8.9,0
3/18/2013 6:00,10,107,8.2,999.5,-11.2,0
3/18/2013 7:00,6,107,6.6,1001,-11.6,0
3/18/2013 8:00,3,107,7,1002.1,-13.9,0
3/18/2013 9:00,3,107,8.7,1002.4,-13.7,0
3/18/2013 10:00,8,107,9.5,1003.3,-15.1,0
3/18/2013 11:00,3,107,10.7,1002.9,-17.6,0
3/18/2013 12:00,6,107,11.4,1002.2,-18.1,0
3/18/2013 13:00,9,107,11.9,1000.6,-16.7,0
3/18/2013 14:00,7,107,11.7,999.9,-16.8,0
3/18/2013 15:00,15,107,12,999.5,-15.6,0
3/18/2013 16:00,11,80,10.6,999.4,-15,0
3/18/2013 17:00,3,70,8.6,999.9,-3.6,0
3/18/2013 18:00,35,63,6.5,1000.9,-3.7,0
3/18/2013 19:00,70,32,5,1002.4,-4.3,0
3/18/2013 20:00,51,39,4,1003,-4.5,0
3/18/2013 21:00,51,40.698,3,1003.1,-4.5,0
3/18/2013 22:00,33,35,2.6,1003.5,-4.8,0
3/18/2013 23:00,33,32,2.3,1004.4,-4.9,0
3/19/2013 0:00,34,28,2.1,1004.7,-5.5,0
3/19/2013 1:00,18,34,2.2,1005.2,-5.5,0
3/19/2013 2:00,16,22,2,1004.6,-5.2,0
3/19/2013 3:00,30,20,1.3,1004.8,-5.2,0
3/19/2013 4:00,31,21,1.2,1004.6,-3.7,0
3/19/2013 5:00,22,26,0.7,1004.7,-3.6,0
3/19/2013 6:00,7,23,0.8,1005.3,-3.7,0
3/19/2013 7:00,8,19,2.2,1006.2,-3.7,0
3/19/2013 8:00,28,17,3.4,1006.4,-3,0
3/19/2013 9:00,40,12,3,1007,-3.4,0
3/19/2013 10:00,45,18,3.4,1007.2,-3.6,0
3/19/2013 11:00,59,19,4,1006.8,-2.6,0
3/19/2013 12:00,58,19,3.9,1006.5,-1.5,0
3/19/2013 13:00,42,23,4.4,1006.2,-1,0
3/19/2013 14:00,48,23,5.2,1006.4,-0.6,0
3/19/2013 15:00,51,27,5.2,1007,-0.8,0
3/19/2013 16:00,50,27,4.8,1008,-0.4,0
3/19/2013 17:00,49,22,3.3,1009,1.8,0.2
3/19/2013 18:00,43,14,1.9,1010.6,1,2.9
3/19/2013 19:00,37,8,1.7,1012,1.1,1.4
3/19/2013 20:00,46,12,1.7,1013.1,1.1,0.8
3/19/2013 21:00,47,16.065,1.1,1014.2,0.4,0.7
3/19/2013 22:00,61,12,0.4,1014.9,-0.2,1
3/19/2013 23:00,62,11,-0.4,1015.8,-0.8,0.8
3/20/2013 0:00,47,10,-1.1,1016.8,-1.5,1
3/20/2013 1:00,40,11,-1.4,1017.4,-1.8,1.4
3/20/2013 2:00,35,19,-1.5,1017.5,-1.9,0.7
3/20/2013 3:00,29,17,-1.5,1018,-1.9,0.1
