date_and_time,PM2.5,O3,TEMPERATURE,PRESSURE,DEWPOINT,RAIN
1/4/2019 23:00,80,0.001,2.7,1020.7,1.6,0
1/5/2019 0:00,95,0.001,2.6,1020.7,1.8,0
1/5/2019 2:00,148,0,3.8,1021.8,2.4,0
1/5/2019 3:00,224,0.003,8.9,1022.8,4.5,0
1/5/2019 4:00,177,0.016,11.4,1023.1,4,0
1/5/2019 5:00,115,0.034,12.7,1022.4,4.4,0
1/5/2019 6:00,121,0.044,13.7,1021.5,4.7,0
1/5/2019 7:00,54,0.041,14.6,1020,4.5,0
1/5/2019 8:00,52,0.042,14.7,1019,4.6,0
1/5/2019 9:00,55,0.04,14.5,1018.5,4.5,0
1/5/2019 10:00,46,0.036,13.4,1018.2,4.4,0
1/5/2019 11:00,48,0.032,12.2,1018.2,6,0
1/5/2019 12:00,58,0.025,11.2,1018.7,4.8,0
1/5/2019 13:00,103,0.011,10.6,1019.2,4.7,0
1/5/2019 14:00,122,0.006,8.3,1019.6,5.1,0
1/5/2019 15:00,208,0.001,8.1,1019.9,4.7,0
1/5/2019 16:00,139,0.004,7.8,1019.9,4.4,0
1/5/2019 17:00,210,0,7.2,1020.1,4.1,0
1/5/2019 18:00,138,0,6.5,1019.7,3.9,0
1/5/2019 19:00,127,0,5.8,1019.2,3.7,0
1/5/2019 20:00,98,0,5.1,1018.5,3.5,0
1/5/2019 21:00,94,0,4.7,1018.2,3.2,0
1/5/2019 22:00,96,0,4.5,1017.8,2.8,0
1/5/2019 23:00,90,0,4.4,1017.7,2.4,0
1/6/2019 0:00,96,0,4.1,1018.4,2.6,0
1/6/2019 1:00,129,0,4.2,1019.3,2,0
1/6/2019 2:00,145,0,5.3,1020.1,1.7,0
1/6/2019 3:00,201,0.004,10.4,1021.1,3.8,0
1/6/2019 4:00,186,0.017,13.6,1021.1,2.6,0
1/6/2019 5:00,133,0.034,15.3,1020,3,0
1/6/2019 6:00,65,0.038,16.7,1018.5,2.4,0
1/6/2019 7:00,43,0.043,17.4,1017.1,2.2,0
1/6/2019 8:00,36,0.047,16.9,1016.6,2.4,0
1/6/2019 9:00,55,0.046,16.1,1016.9,2.9,0
1/6/2019 10:00,49,0.038,15,1017.2,4.2,0
1/6/2019 11:00,50,0.029,13.6,1017.3,8.8,0
1/6/2019 12:00,62,0.018,12.1,1017,4.7,0
1/6/2019 13:00,97,0.006,10.5,1017.6,4.6,0
1/6/2019 14:00,164,0.002,9.7,1018.2,3.4,0
1/6/2019 15:00,109,0.006,9.3,1018.9,2.7,0
1/6/2019 16:00,213,0.001,8.8,1019.1,2.4,0
1/6/2019 17:00,216,0,8.1,1018.9,2.2,0
1/6/2019 18:00,77,0.008,7.7,1018.8,2.3,0
1/6/2019 19:00,94,0.005,7.6,1018.8,2.2,0
1/6/2019 20:00,127,0,8,1018.6,2.2,0
1/6/2019 21:00,101,0.003,8.5,1018.5,2.5,0
1/6/2019 22:00,120,0.001,8.4,1018.5,3.2,0
1/6/2019 23:00,103,0.001,8.4,1018.7,3,0.1
1/7/2019 0:00,132,0.001,8.1,1018.1,2.9,0.2
1/7/2019 1:00,128,0,7.8,1018.7,2.2,0
1/7/2019 2:00,139,0,7.9,1019.5,2.8,0
1/7/2019 3:00,185,0,10.7,1020.3,4.5,0.3
1/7/2019 4:00,200,0.001,11.3,1020.8,3.4,0.3
1/7/2019 5:00,78,0.009,12.1,1020.5,1.5,0
1/7/2019 6:00,19,0.021,12.5,1019.4,1.3,0
1/7/2019 7:00,16,0.025,13.3,1018,1.5,0
1/7/2019 8:00,13,0.026,12.9,1017.2,2.2,0.4
1/7/2019 9:00,15,0.027,13.7,1016,0.8,0
1/7/2019 10:00,15,0.027,13.2,1015.6,0.9,0
1/7/2019 11:00,24,0.023,12.2,1015.9,2.4,0
1/7/2019 12:00,73,0.004,9.9,1016.1,2.1,0
1/7/2019 13:00,125,0,8,1016.6,1.8,0
1/7/2019 14:00,135,0,7.4,1017.1,1.7,0
1/7/2019 15:00,198,0.001,6.7,1017.5,1.8,0
1/7/2019 16:00,219,0.001,5.9,1017.8,1.8,0
1/7/2019 17:00,173,0,5.4,1017.9,1.6,0.1
1/7/2019 18:00,134,0,5.4,1017.9,1.7,0
1/7/2019 19:00,99,0,5.5,1017.7,1.5,0
1/7/2019 20:00,72,0,5.1,1017.1,1,0
1/7/2019 21:00,86,0,4.6,1016.3,0.5,0
1/7/2019 22:00,70,0,4.2,1016,-0.1,0
1/7/2019 23:00,79,0,4.9,1015.6,-0.5,0
1/8/2019 0:00,81,0,7.7,1016.2,0,0
1/8/2019 1:00,112,0,5.6,1016.3,-0.1,0
1/8/2019 2:00,140,0,6.9,1017.2,1.4,0
1/8/2019 3:00,172,0.002,10.6,1017.8,1.5,0
1/8/2019 4:00,195,0.01,12.5,1017.9,-0.3,0
1/8/2019 5:00,162,0.031,13.8,1017.1,-0.3,0
1/8/2019 6:00,77,0.045,15.1,1015.6,-0.1,0
1/8/2019 7:00,28,0.042,16,1014.1,0.2,0
1/8/2019 8:00,43,0.046,16.4,1013.2,0.5,0
1/8/2019 9:00,37,0.039,15.7,1012.9,1.9,0
1/8/2019 10:00,25,0.03,14.7,1013,1.6,0
1/8/2019 11:00,33,0.025,12.9,1013.3,3.8,0
1/8/2019 12:00,31,0.019,12.7,1013.6,0.4,0
1/8/2019 14:00,48,0.017,9,1014.5,3,0
1/8/2019 15:00,111,0.01,8.5,1015,3.3,0
1/8/2019 16:00,87,0.003,7.5,1015.3,3,0
1/8/2019 17:00,107,0.001,7.6,1015.7,2.5,0
1/8/2019 18:00,110,0,7.7,1015.6,2.2,0
1/8/2019 19:00,85,0,7.3,1015.4,2.1,0
1/8/2019 20:00,54,0,7.6,1015.2,2.4,0
1/8/2019 21:00,51,0.001,6.7,1014.8,2.1,0
1/8/2019 22:00,74,0.004,6.3,1014.6,2,0
1/8/2019 23:00,69,0.001,5.9,1014.7,1.8,0
1/9/2019 0:00,64,0.001,5.7,1014.6,2,0
1/9/2019 1:00,85,0,5.8,1014.9,1.8,0
1/9/2019 2:00,122,0.001,6.7,1015.7,2.2,0
1/9/2019 3:00,166,0.001,10.8,1016.5,3.2,0
1/9/2019 4:00,192,0.009,12.7,1017,3,0
1/9/2019 5:00,198,0.018,14.4,1016.1,2.6,0
1/9/2019 6:00,147,0.035,15.4,1015.2,1.7,0
1/9/2019 7:00,54,0.041,15.5,1014.3,2.2,0.3
1/9/2019 8:00,36,0.035,14.7,1013.8,3.1,0.1
1/9/2019 9:00,48,0.025,14,1013.7,3.3,0
1/9/2019 10:00,33,0.023,13.2,1014,3.1,0
1/9/2019 11:00,48,0.019,12.3,1014.5,4.3,0
1/9/2019 12:00,58,0.014,11,1015.3,3,0
1/9/2019 13:00,60,0.014,10.6,1015.8,3.1,0
1/9/2019 14:00,54,0.02,8.7,1016.4,2.6,0
1/9/2019 15:00,78,0.01,8.2,1016.7,2.2,0
1/9/2019 16:00,111,0.004,7.8,1016.6,2.7,0
1/9/2019 17:00,80,0.005,7,1016.3,3.1,0
1/9/2019 18:00,81,0.002,6.6,1016.1,2.7,0
1/9/2019 19:00,63,0.002,5.9,1015.7,2.2,0
1/9/2019 20:00,64,0,5.8,1015.4,1.4,0
1/9/2019 21:00,59,0,5.2,1014.8,0.6,0
1/9/2019 22:00,59,0,5,1014.8,-0.2,0
1/9/2019 23:00,52,0,4.9,1014.9,-0.7,0
1/10/2019 0:00,68,0,5.5,1015.5,0.2,0
1/10/2019 1:00,90,0,6.1,1016.1,0.5,0
1/10/2019 2:00,145,0,7.7,1016.9,1.1,0
1/10/2019 3:00,155,0.002,10.2,1018.4,1.9,0
1/10/2019 4:00,151,0.011,11.8,1018.8,1.4,0
1/10/2019 5:00,140,0.026,13.2,1018.4,1.6,0
1/10/2019 6:00,90,0.036,13.9,1017.2,1.9,0
1/10/2019 7:00,65,0.044,14.4,1015.7,2.7,0
1/10/2019 8:00,54,0.05,14.5,1014.9,3.5,0
1/10/2019 9:00,67,0.036,14.3,1014.6,3.6,0
1/10/2019 10:00,43,0.028,13.4,1014.7,4,0
1/10/2019 11:00,52,0.024,12.9,1015.2,4.2,0
1/10/2019 12:00,72,0.016,11.6,1016.1,4.3,0
1/10/2019 13:00,90,0.01,10.5,1017.4,6.6,0
1/10/2019 14:00,101,0.011,10,1018.2,6.6,0
1/10/2019 15:00,147,0.005,9.4,1018.7,6.7,0
1/10/2019 16:00,114,0.007,8.7,1018.9,6.1,0
1/10/2019 17:00,104,0.006,8.2,1018.9,5.5,0
1/10/2019 18:00,91,0.006,7.8,1019,5.6,0
1/10/2019 19:00,107,0.004,7.4,1019.2,5.5,0
1/10/2019 20:00,107,0,7.2,1018.7,5.2,0
1/10/2019 21:00,86,0.002,7,1018.2,5.1,0
1/10/2019 22:00,78,0.001,6.7,1017.7,5,0
1/10/2019 23:00,85,0,6.4,1017.7,4.7,0
1/11/2019 0:00,96,0,4.5,1018.8,4.5,0
1/11/2019 1:00,120,0,4.3,1019.4,4.3,0
1/11/2019 2:00,147,0,5,1020.4,4.3,0
1/11/2019 3:00,178,0.003,9.8,1021.2,5.8,0
1/11/2019 4:00,196,0.012,11.8,1021.2,5.2,0
1/11/2019 5:00,193,0.031,13.2,1020.2,5.2,0
1/11/2019 6:00,111,0.045,14.2,1019,4.3,0
1/11/2019 7:00,75,0.05,13.9,1018,5.6,0
1/11/2019 8:00,85,0.044,14.1,1017.1,6.2,0
1/11/2019 9:00,72,0.039,14,1016.2,6.2,0.2
1/11/2019 10:00,60,0.035,13.1,1016.4,6.6,0.1
1/11/2019 11:00,74,0.028,12.2,1016.6,6.7,0
1/11/2019 12:00,83,0.023,10.8,1017.3,7.3,0
1/11/2019 13:00,94,0.019,10.1,1018,7.6,0
1/11/2019 14:00,93,0.022,9.2,1018.9,7.3,0
1/11/2019 15:00,90,0.023,8.9,1019.4,7,0
1/11/2019 16:00,128,0.006,8.7,1019.2,6.6,0
1/11/2019 17:00,118,0.007,7.5,1019.1,6,0
1/11/2019 18:00,127,0,7.1,1018.5,5.6,0
1/11/2019 19:00,111,0.001,6.8,1018.1,5.3,0
1/11/2019 20:00,82,0.001,6.3,1017.9,5,0
1/11/2019 21:00,78,0,5.8,1017.1,4.7,0
1/11/2019 22:00,88,0.001,5.4,1016.6,3.8,0
1/11/2019 23:00,110,0.001,5.2,1016.4,3.3,0
1/12/2019 0:00,101,0,4.7,1017.4,3.4,0
1/12/2019 2:00,144,0.002,6.1,1019.2,4.2,0
1/12/2019 3:00,134,0.009,10.4,1019.9,5.9,0
1/12/2019 4:00,204,0.013,13,1020,5.6,0
1/12/2019 5:00,221,0.026,14.3,1019.7,5.4,0
1/12/2019 6:00,137,0.039,15.1,1018.9,5.4,0
1/12/2019 7:00,77,0.045,15.5,1018,5.2,0
1/12/2019 8:00,59,0.046,15.6,1016.9,5.7,0
1/12/2019 9:00,81,0.044,15.4,1016.2,6.1,0
1/12/2019 10:00,67,0.04,14.7,1016,6.1,0
1/12/2019 11:00,74,0.035,13.5,1016.7,6.8,0
1/12/2019 12:00,84,0.028,12.4,1016.9,4.8,0
1/12/2019 13:00,153,0.015,11.1,1017.4,5,0
1/12/2019 14:00,154,0.005,8.8,1018.2,5.3,0
1/12/2019 15:00,198,0,8.5,1018.9,5,0
1/12/2019 16:00,152,0.004,7.9,1019.3,4.8,0
1/12/2019 17:00,124,0.006,7.7,1019.7,4.5,0
1/12/2019 18:00,130,0.001,7.4,1019.5,4.3,0
1/12/2019 19:00,105,0.003,6.7,1019.3,3.9,0
1/12/2019 20:00,106,0.001,6.2,1019.4,3.5,0
1/12/2019 21:00,112,0.001,6,1018.8,3.1,0
1/12/2019 22:00,98,0.001,6.1,1018.4,2.9,0
1/12/2019 23:00,105,0.001,6,1018.3,2.6,0
1/13/2019 0:00,117,0,4.9,1018.8,2.6,0
1/13/2019 1:00,132,0,5.1,1019.3,2.6,0
1/13/2019 2:00,170,0,5.8,1020.2,3.1,0
1/13/2019 3:00,227,0.003,10.5,1021.1,5.2,0
1/13/2019 4:00,265,0.012,13.3,1021,4.2,0
1/13/2019 5:00,163,0.032,14.7,1020.6,3.4,0
1/13/2019 6:00,110,0.045,15.7,1019.5,3.2,0
1/13/2019 7:00,103,0.058,16.1,1018.3,4,0
1/13/2019 8:00,84,0.052,16.2,1017.2,4.8,0
1/13/2019 9:00,42,0.035,15.9,1016.4,5.1,0
1/13/2019 10:00,54,0.034,15.2,1016.2,5.4,0
1/13/2019 11:00,53,0.029,13.9,1016.3,7.1,0
1/13/2019 12:00,63,0.021,13,1016.1,4.3,0
1/13/2019 13:00,79,0.018,12.5,1016.6,3.8,0
1/13/2019 14:00,107,0.014,12,1017.1,3.4,0
1/13/2019 15:00,134,0.006,11.4,1017.6,3.2,0
1/13/2019 16:00,147,0.001,9,1017.9,3.7,0
1/13/2019 17:00,106,0.004,7.9,1017.5,3.6,0
1/13/2019 18:00,100,0.002,7.3,1017.2,3.5,0
1/13/2019 19:00,105,0,6.8,1016.9,3.2,0
1/13/2019 20:00,85,0,6.6,1016.2,2.9,0
1/13/2019 21:00,75,0,6.3,1015.7,2.5,0
1/13/2019 22:00,71,0.001,5.9,1015.2,1.9,0
1/13/2019 23:00,66,0,5.8,1015,1.4,0
1/14/2019 0:00,74,0,6.9,1015.7,0.5,0
1/14/2019 1:00,96,0,5.5,1016.1,0.5,0
1/14/2019 2:00,118,0,7.6,1016.7,1.3,0
1/14/2019 3:00,208,0.004,11,1017.3,2.4,0
1/14/2019 4:00,214,0.017,13,1017.7,2.1,0
1/14/2019 5:00,158,0.036,14.3,1017.3,2.8,0
1/14/2019 6:00,106,0.044,15.2,1016.3,2.6,0
1/14/2019 7:00,30,0.031,15.5,1015.3,2.3,0
1/14/2019 8:00,18,0.031,15.3,1014.5,2,0
1/14/2019 9:00,26,0.031,15.3,1013.6,2.1,0
1/14/2019 10:00,30,0.031,14.9,1013.4,2.3,0
1/14/2019 11:00,37,0.026,13.7,1013.4,3.9,0
1/14/2019 12:00,49,0.017,13.2,1013.8,1.9,0
1/14/2019 14:00,61,0.021,8.8,1015.4,3.6,0
1/14/2019 15:00,66,0.019,8,1016.1,3.2,0
1/14/2019 16:00,97,0.009,7.3,1016.2,2.8,0
1/14/2019 17:00,124,0.003,7,1016.2,2.4,0
1/14/2019 18:00,88,0.005,6.5,1015.9,2,0
1/14/2019 19:00,96,0.001,6.1,1015.7,1.7,0
1/14/2019 20:00,82,0.002,5.8,1015.4,1.5,0
1/14/2019 21:00,65,0.002,5.6,1014.8,1.3,0
1/14/2019 22:00,72,0.001,5.3,1014.7,1.2,0
1/14/2019 23:00,86,0,5.2,1014.9,0.9,0
1/15/2019 0:00,82,0,4.9,1015.3,0.4,0
1/15/2019 1:00,101,0,4.6,1015.8,0.6,0
1/15/2019 2:00,172,0,6.3,1017.1,1.3,0
1/15/2019 3:00,220,0.004,9.8,1018,3,0
1/15/2019 4:00,152,0.02,12.5,1018.5,1.8,0
1/15/2019 6:00,116,0.046,15.9,1016.3,2,0
1/15/2019 7:00,60,0.046,15.4,1016.2,1.8,0
1/15/2019 8:00,45,0.038,14.9,1015.9,2.2,0
1/15/2019 9:00,35,0.034,15,1015.8,2.2,0
1/15/2019 10:00,35,0.034,14.4,1015.8,3.5,0
1/15/2019 11:00,41,0.026,13.1,1016.1,5.3,0
1/15/2019 12:00,57,0.018,12,1015.5,2.1,0
1/15/2019 13:00,64,0.014,8.8,1016.1,4,0
1/15/2019 14:00,125,0.007,8,1017.1,3.6,0
1/15/2019 15:00,161,0.002,10.3,1018.1,2.3,0
1/15/2019 16:00,165,0.002,7.4,1018.6,2.7,0
1/15/2019 17:00,160,0.001,6.2,1018.5,2.6,0
1/15/2019 18:00,101,0.003,5.9,1018.6,2.4,0
1/15/2019 19:00,90,0.004,5.8,1018.7,2.2,0
1/15/2019 20:00,92,0.002,5.8,1018.8,2.2,0
1/15/2019 21:00,80,0.002,5.6,1018.6,2.1,0
1/15/2019 22:00,77,0.001,5.2,1018.3,1.9,0
1/15/2019 23:00,72,0.001,4.7,1018.2,1.7,0
1/16/2019 0:00,71,0,3.9,1018.3,1.8,0
1/16/2019 1:00,89,0,3.8,1018.6,1.7,0
1/16/2019 2:00,117,0,4.9,1019.4,2.2,0
1/16/2019 3:00,152,0.004,10.6,1020.3,4.5,0
1/16/2019 4:00,118,0.016,14,1020.5,3.8,0
1/16/2019 5:00,985,0.022,15.7,1019.8,3.1,0
1/16/2019 6:00,94,0.032,16.8,1018.6,2.8,0
1/16/2019 7:00,72,0.04,17.4,1017.4,3.2,0
1/16/2019 8:00,71,0.04,16.8,1017.2,5.2,0
1/16/2019 9:00,55,0.032,16,1016.5,6,0
1/16/2019 10:00,57,0.029,15.2,1016.1,6.1,0
1/16/2019 11:00,58,0.027,14.2,1016.4,7.2,0
1/16/2019 12:00,68,0.021,13.3,1016.5,5.6,0
1/16/2019 13:00,65,0.019,12.6,1017.6,5,0
1/16/2019 14:00,66,0.019,12.1,1018,4.5,0
1/16/2019 15:00,102,0.007,9.4,1018.4,5.4,0
1/16/2019 16:00,102,0.005,8.5,1018.6,4.9,0
1/16/2019 17:00,114,0,8,1018.9,4.5,0
1/16/2019 18:00,115,0,7.5,1018.6,4.2,0
1/16/2019 19:00,100,0,7.1,1018.1,3.9,0
1/16/2019 20:00,89,0,7.2,1017.6,3.8,0
1/16/2019 21:00,75,0,7.1,1016.7,3.6,0
1/16/2019 22:00,74,0.001,7,1015.8,3.4,0
1/16/2019 23:00,81,0,6.7,1015.7,3.1,0
1/17/2019 0:00,91,0,5.5,1016.2,3,0
1/17/2019 10:00,48,0.032,15.8,1013.9,4.2,0
1/17/2019 11:00,52,0.027,14.4,1014.2,8,0
1/17/2019 12:00,66,0.019,13.7,1014.2,3.2,0
1/17/2019 13:00,69,0.014,11.9,1014.5,4.1,0
1/17/2019 23:00,87,0,6.8,1015.4,3.4,0
1/18/2019 0:00,101,0,5.4,1016.1,3.4,0
1/18/2019 1:00,103,0,6.1,1016.7,3.6,0
1/18/2019 2:00,132,0,7,1017.5,4.1,0
1/18/2019 3:00,179,0.002,11.2,1018.3,5.7,0
1/18/2019 4:00,177,0.014,13.7,1018.2,4.5,0
1/18/2019 5:00,179,0.032,14.9,1017.7,4.2,0
1/18/2019 6:00,75,0.037,15.8,1016.6,3.5,0.1
1/18/2019 7:00,62,0.047,16.2,1015.4,2.8,0.1
1/18/2019 8:00,46,0.047,15.7,1014.6,3.4,0.2
1/18/2019 9:00,50,0.039,14.7,1014.5,5.7,0.2
1/18/2019 10:00,43,0.031,14.5,1014.2,5.1,0.1
1/18/2019 11:00,50,0.027,13.9,1014.3,5.9,0
1/18/2019 12:00,48,0.019,13,1014.3,4.8,0
1/18/2019 13:00,54,0.017,10.7,1014.7,5.6,0
1/18/2019 14:00,59,0.02,9,1015.4,5.5,0
1/18/2019 15:00,80,0.01,8.5,1016.2,5,0
1/18/2019 16:00,117,0.003,7.8,1016.9,4.7,0
1/18/2019 17:00,117,0.001,7.5,1017.6,4.4,0
1/18/2019 18:00,114,0,7.2,1017.7,4.2,0
1/18/2019 19:00,100,0,6.9,1017.4,4,0
1/18/2019 20:00,85,0,6.5,1017.3,3.8,0
1/18/2019 21:00,65,0.001,6.5,1016.8,3.6,0
1/18/2019 22:00,67,0,6.6,1016.2,3.4,0
1/18/2019 23:00,64,0,6.5,1016.2,3.1,0
1/19/2019 0:00,66,0,5.5,1016.6,2.4,0
1/19/2019 3:00,163,0.003,10.7,1018.9,4.9,0
1/19/2019 4:00,172,0.016,13.3,1019.3,3,0
1/19/2019 5:00,179,0.03,14.6,1019,3.2,0
1/19/2019 6:00,104,0.041,15.9,1017.9,3.3,0
1/19/2019 7:00,67,0.044,16.5,1016.8,2.9,0
1/19/2019 8:00,62,0.042,16.2,1015.9,4.3,0
1/19/2019 9:00,37,0.034,15.8,1015.2,4.6,0
1/19/2019 10:00,34,0.032,15.3,1015.1,3.9,0
1/19/2019 11:00,40,0.028,14.4,1015.1,4.6,0
1/19/2019 12:00,47,0.024,13.1,1015.2,4,0
1/19/2019 13:00,48,0.023,10.5,1016.1,6,0
1/19/2019 14:00,53,0.021,9.5,1017.2,5.6,0
1/19/2019 15:00,76,0.011,8.8,1018.1,5.5,0
1/19/2019 16:00,91,0.005,8.5,1018.4,5.5,0
1/19/2019 17:00,89,0.002,7.7,1018.8,5.3,0
1/19/2019 18:00,61,0.008,7.9,1018.8,4.9,0
1/19/2019 19:00,48,0.009,7.3,1018.3,4.7,0
1/19/2019 20:00,59,0.002,7.4,1017.6,4.5,0
1/19/2019 21:00,55,0.001,7.2,1017,4.1,0
1/19/2019 22:00,73,0,6.8,1016.5,3.8,0
1/19/2019 23:00,61,0,6.4,1016.5,3.4,0
1/20/2019 0:00,70,0,4.9,1017.2,3.1,0
1/20/2019 1:00,85,0,6.3,1017.7,3.6,0
1/20/2019 2:00,99,0,6.8,1018.5,3.9,0
1/20/2019 3:00,180,0.004,11,1019.8,5.1,0
1/20/2019 4:00,169,0.016,13.1,1020,4.2,0
1/20/2019 5:00,115,0.03,14.7,1019.2,4.6,0
1/20/2019 6:00,93,0.037,16,1018.3,4.8,0
1/20/2019 7:00,60,0.042,17,1016.9,5,0
1/20/2019 8:00,50,0.044,17.3,1015.5,4.5,0
1/20/2019 9:00,52,0.045,17,1014.5,5.1,0
1/20/2019 10:00,62,0.039,16,1014.9,6.3,0
1/20/2019 11:00,48,0.031,14.6,1015.5,6.8,0
1/20/2019 12:00,50,0.022,13.1,1015.3,5,0
1/20/2019 13:00,56,0.019,12.4,1016,4.8,0
1/20/2019 14:00,80,0.007,11.5,1016.7,4.9,0
